TPR,TNR,FPR,FNR,fold,accuracy,mode
0.851063829787234,0.8837209302325582,0.11627906976744186,0.14893617021276595,1,0.8666666666666667,pooled
0.8350515463917526,0.8674698795180723,0.13253012048192772,0.16494845360824742,2,0.85,pooled
0.8842105263157894,0.8235294117647058,0.17647058823529413,0.11578947368421053,3,0.8555555555555555,pooled
0.8607594936708861,0.801980198019802,0.19801980198019803,0.13924050632911392,4,0.8277777777777777,pooled
0.9176470588235294,0.8631578947368421,0.1368421052631579,0.08235294117647059,5,0.8888888888888888,pooled
